id,argument_id,claim_id
004c4f4718c3cc9ef87a1bbe372f4de312ebe63a60996cbb719a52202fbcd255,6053c994e089371316be35bf66f83f9fc40b545367be448bf21139ebc9774914,afeb546997bb2b9ecf632ae3d41644e3df3a76659e24c65fd0d8ff99242e3047
00759ed1a1c4efc97c23b3a20b2dc6f5441969ae2cebcc67e796425b1e5c9de5,b441be6064f2757560504a697483eed401a9a515ddd7d2237ab75c48b0b92677,30306aa4103cc8645c8f66042b9ba59ecdcd1207fd109cf398b90eab32fca01d
0185791d8ed380f34067f5d8096c99311b5e95dadd9fbd3ca5e4a1d195ca1b36,247c9170d50638364783bab06463fa8272d9ed2b207c482b0ae07f3e1cead888,24e330432d3a326b188603c285d596cb5c441958df850835001726c0d98aa6be
0290ea1538179b103e794577b228abfa4f7579edefd9f40d80300f4b193a901c,53d957b84a8b002ef8d2087cc6312813c729d6c249dcd3c9f1674998bbabf590,c61c4ac28a11056ab51770a9acd4fdefff6899366b3ca62cc03ced65345c8c24
03134f56638b03abfb62d51300bac9242d61f35a5b7bc611a4234b23bf040e74,97edede5056002b9dc35e1a9bfa4bdb57285492c2c09162c2976fedc4ca2a832,a6a7fc1b3128519835118b022e36d8404240bd2e4cd2a98a2e1ec5386e8c2222
032d21cb860750bccfa6005e63d1b21ee72240967306e34a1f89d217c9819f10,e484e7b88c76412ad5ca9877571b762a7fc7498e964a6e288d379c7df67daa4a,17f87d2eddc207dd03aa829f8a940076f27fc291271eca1a65317435e1203de5
04010c5f8ccc42f85a6978305f9fb24db1dcce6cc754791afdf6c5a458b9fab6,27ec9cd6ad568816781bdc0b7ecdc233aa343fe12de0f251fbf21dd837875984,f5e35181e0eb23623be1883f2257a62fa102c7c40204e44534ad1a66a2a93785
057928d4920041b48ec6bead6fc5993f4597b043b321b9f8656be2e8115dee4e,2c4079885d18f31bc38ee08bc9ba2d6a22def960db7d3be5a66c3094b0117ac6,5952ee8dc09e0f8853ae6d0216cb681f57238f77060e40cabcabe50ca3b67057
05a6c43d70f9585cba94c60420ac03a7c5f7552ec09ee82603915e1036b90635,0c1a7b96306ed14caf9c2b7516d9504ba8a4800291227d1a4cccc606b6833d0d,744763d833d64b75695a85cb6589eda8a9d963bef78f2af3eff137a205542672
0626a2d2f5290d421ea78ad6179ab857f016d91800779e971b73ecb36f75fd33,0f1830eec8f9acac74c159e62d61bb7269656371fd043cbc86bd7595d6f91c79,2c3936eef158625442f1ff400c5ddb534d9c9ce2e05b24dae2a09f068531bca5
08d441df22f5a3b5eaff70c002dbd87ef55dc3b90ec478b77f7a90d5119d1ad4,8e500960b46821714f53f63d7cebf9e1ea82d5eb09d65fd37f00233dd81ffae3,98a5f5204c8e5b91d834dd9b474a941715d5b707376f11c0037449978121eaed
0913fc80d7ba4fdc7c7803ee66b689bf108e368f43cc18c1abcbddd44361f02e,2b11ed81631003a11852fb47648f886b93fb4196e35b8f2c2d59a5f385c3d5bb,3c1315058d013cdc77d355ed8fb18e28392cd8dc8ebd487442cbc0eda68ab83c
0d5181e1c0e203f68e6af40b0173efa578b8bb81f3f4f6873ffefb83d8d8f05c,3b2b907e362254f40e090ad0b903e71c91da1c4750e584761965d27feb8b3619,80ff59217a93bcfa961cec57865b1e47bf847aca9abaf5e3ddba41f8aadbd012
0d9f97783870454d823eb48f7815c93a1ce39b2487eceb98c895016b8d85c005,689fbfcf018bc9bc2896a3a6a36c60a6b937fcbe038227c43ea149ee23ac768f,88f58d0968bb92749e6bd90810d38476e83f216c74e37e9d1ca0e0a0d8b05ee5
0ef384baf953e6465ceb270453f128c95fc6723782856cee66fb7178c8c2f892,56ba03d5fe003f6dd739bcc2d5bed1f49c3a8f1d7e1283e6036d06e2c8b878b1,af1387574298d6d3e443ab2c5acace50e1bbd7ac96c4c1b3c2f9e134a326f7d7
0f43c86fc3664cb8c7eebb20be48a8eac780cf63b00b8d4c0cedcb7d9f4a0c44,eed95c230273b4e6e7dd8d1a76f9cb66660b8bc8d18d987db4920c61456a7756,2aa617d88a6a7c233ce745a57b114b7c3d0b5592be06de7578a0421c52d3ae3b
10435542bd5a5ccd1cb0720634e4060587dd8142e892dd9f6e3f734397d65a5e,7b55c999b8ef4a14f71f1b0519a142802b3b4407ec3f7fe309c6e79109d3107c,cad53d0139fa1752a3990f57f00878368df1c12a70b2e5a380ad807c61564540
1148a4f8a716acf617403d854c04ac349b62d523bbfd15d22da341378d0abbf7,898d185accae66cb0cb7d529e80491800d8b7b546b5baa6f49e8a1ea0740e2a8,02d02e524de213a595e33941ceb1b013614d70c7b5bac70c723ec07edefbd527
1174b70541d4cc3b6fcca23dbe8ef5a960b53be44e286c0d817d93922e3f5211,3b2b907e362254f40e090ad0b903e71c91da1c4750e584761965d27feb8b3619,e5a7976950029c5670d113eea4a54c1e4a498b2b35807ed86bc6f40e65e1e4fc
11e3401ebbd376046164058d105ecdf91e2936324806ddcc6e883bc6fb362b5e,415cb3de5e170e56809235cf9e26ed90e7900ca6d9be35a8aabd6c2f52858cbf,4f56d82d7c2a99bddb766d4ef11d617cc6daf844fb05c2cb407a1b02cb29a1f8
122aacb5ecae8550c38569023ba984fa9a7216430859785651c44d21062b1991,4a9510d578c2cf5aee5fce73f5d12c1637928c2ccb867ce24478be2ac645ebfe,60c8e77ac893972226ab6f5f4548bfccd2faff3778e138f34afaebf6c3adc7fb
1335c3e4f32d6e972389a4718518efca00508593f3d7328aa01f522f9b535ead,1e863f028bffb866f47262867547676a376b17bf23967eb3332bbcc19563ebcd,7fe21d72b7caa240a9271e149da9366dc785f423ae1a0de5737ac72e4220c587
13fb8b3df33a2a704f93d1c2a7c6d2ae1ec6342737ca69b2846a9cc6e3c094d7,58dfda629749f7e5a31dacec6f8903e8a3896ba73db1c88e074626b8d7035771,4cf1bedbd10c319af5b8b12c380fbdac27ba41f287bc3af04d9266506415d743
1432ff43cd50aab93968458f36a48a0bf8811cd5f82e83d6f9f8b4229390c257,c0be4b52731899ba42e28f784b96bfb2e3b17cdef413b1ba17708ba80964f985,de5106391b3b70e8ec7c8553feccc3c2c6aed302f674a410d3ac5d8990fbd82f
152dd99f2513548ef5907dcbdff8d1751a7395771c126756e30d5240b0838eac,2bfa7159d1e3e447c1e037beb0525552f07ebd0794789e42d4a2c63308fb02b2,559ffedb517d9bca287e7e604b0df51d057da5818817166d8acd1993e02501c8
15e7710092bcbf05dbfefbfa393a4dee2b0e0469eb662b064b84a7cd0c2f7323,56ba03d5fe003f6dd739bcc2d5bed1f49c3a8f1d7e1283e6036d06e2c8b878b1,ae33e8419c4aa9a17f81fad1d6a2a5b0900bd7434f3f4cd58bf6f7c7e09b8cc6
16508cae3bee68d72ccf6b5421079d417200f61b06278d689f4a9f046a1233b7,bf00d03bc7e69b3dfd92ef6c37ae676ba9958f6bed7971b6c4efece791441973,5c058238b972594152f3350ed59f1cb53df97aaf85cab298aa1f07b857890514
1693c0169512b88f1511c35c7457d47a4b12c448a7d60d5e7528701ba2fa6b84,66c2f94f9cedfe132d1ebfea614ac66fd3e2762fbb01242597e61a84f2181b8c,7d637f76877d6dcb4c5e2a8080c011cf83a9d46aa9b0bc24e507e7a39080cf1c
17fdffa4950c1d7fd5a5e1b630ad4f1fffc1a97f4c23bf0c29bdcdf0deeccafc,e08d9512c114c92e4c7a08ef991554b5ad44ce6b8653064fd92979f1cc5370c2,f0aef327a92fed4eb1d9fd9d0e9ca20ec6dcfadbb5e3122640ac801168e31ca1
1a3884bdab45602511799229f0e498c6450f1520223a3a5c5fbce4e83100e46f,2d1ab980a15385aaaac2934d73fb01b3618b97653dac4bce3a62a46d61f197a5,06354699c30ae120754f6d53762ba021b3332c75f00e28e7e1b347a7f431567d
1a625731580d037447720ef768684d3549e4a3205fecedac68f7d3b8399d0516,4dcfb3f793590cc7c24ae277ff7e37b401ff5c96768de481ce5aacb8e26235d4,6437f87f35777fc6ac1c23f9d22c3baa634756c0dc37d5dc471f4904c11cd0b8
1a8df9b42988d05bf2f0d08784cb3f51281ed985891012e2063357660cefadd2,09fa99e982762ca8b3001d13d134a88dce069f9e9d980ed8423fbc73b4610177,e5370f627776ca9376be544955370bd7b93ad59fde392f6dcfacce1ae1f9ec51
1abcc82445f99d08959a6a1d248c3d874b77a5b741139c762d7a7906c1abdea5,d1a57d57183beabcd2271310afab6833b81e153a30d09c25bfcea54053c643a2,96cc2542ef801b4c1492fe03639b127cfab807e5678daa726c1228a4ec910f38
1afa129f51030a2dc55e5734f4b3df86b34d90e6eca14f4859d8220deadbadfc,8da25861475ab75948729fc49a0a3a2822a8bb9bb10d108b7f8623c5f9b40cdf,aa5c91c0edf98ab0248cf60601796c2ccba4fe301b61c981bd3bbe84e0e27a32
1b17be1459dd98320d1a1a92ef0a3b1662d62986c93afb7d86054f1ad8cdae40,500a5190aa74b064b715b9b7e815295718adc564ba0b3d57d6de9690a4e53388,56bd4a7e3b9dffaa92076a7eaafeef832950633c562ae04b08340e896e65f192
1cdb395a4a7e3d0ed0ba5930d090ce8b417358d3a11dfff532d1c1619ecd6a50,80553531215b14650b500235dd6307a3c18ad0a1c417c52edcb22d3c43e28105,e153081c27401053381913ec8b43761d6630bc3d0066b13ec4b3f895df56d570
1ea3c83bdd9ebf3f2b9311e6e340eedbc61c0c330ff0110eb98220f65cf4c814,37b2de162d643763b9eafb938d0645efc3dfcd735b4f73dcdabd12a2e02ad89c,0af4dab17c41f1da488c638a9b28958dc350a9ef60bf11999b93986cd60a3c18
209693ace1bd3970c87d9001246c7079a4505ea57305ef9d6f7db309fe570a41,932c8dd6de131ea56a8d86f395d29623fffafa1e47c2c253ae6f6495e4911022,bfd1a89c28d4b4235e7a62f07cc96477260a22d2d0b310a0abbafafde31c1baf
21b0d810b3844e12c941c37d1b00b58348b8cbc3ee5fc5cfa7dd7734e6d456a2,128ecbe518c070e71b443cbf7fd12bd0d8744d2b238ace7f8dc8dfb6555e8a51,f27745c836350cf21b173f670aee84e284a81bb57289fdc61b7c4378c530c3e6
22603d5f8bab87d47a96514c069ed9fe856c0cc8331b1c0a26e28d505461e590,4dcfb3f793590cc7c24ae277ff7e37b401ff5c96768de481ce5aacb8e26235d4,c73e83e1c25f05b670a891ed0af07e3702744c6bc0f440b0a18956e3bf25509d
2287c1c961583d685baf7aba3c1688c56d1f0aea0daa5f8f8002174de0826344,71688960500c1536ab371a8c71ba34fb6a1b34d72e64f22dd3412dc04780ff80,461b146a942536ab35d6348888bf65d2f17a2082a955a8719f11da88208902d0
2451a1ecf89cf4bdc371d59985ecce0c689d5bf7c6690f8176db8899cb1a3ff4,6f59c216fb2a0f3ec5ac9186c6ca54cd602a965ed2deacdff65ddfe9743c5061,0af7f50e278e37d370c02e3bfb8452da4673bc596c5191fac4ca773c217fd527
247d51e62931ce2fe255b959f39797044919c7a5f7f0a313a8d39108cf7d2b65,1e852a55266d8f7102ba8346555dba5e7b4cede587d948d10e24042bafa99995,ce47cde1848b34d466a470e96ae2776eff7e32726b5e2ff1a924a59ad67a9d8c
2767add7b803d06cabe63dc0c95fdf2f2d50b7ef0713e8be810269095d5868c5,e466e3fb85541aa858af4e46f89e109e80fffb7f1802ba87dfc15a2c2da0a5a4,9c84413819bd86ddc9039681aadac6accbaab709a3fc7321c95094565b52a263
280ede392b9a54580d6fdcfbca44b28ef9f8c66413af2f467a623459b1acd884,a96cc93d110dd51a8180cd5f056d56b972539c9053dd5c43ac5f050ab8a332a5,a29c641fa9612ee81c5776327eae70f95e942e24a086a85b185b5c10f6f0090b
2888d1c85682f3cd97ceb5cc56b6746fea1ab716ed837c005b955f66da7e9bd3,de76899ddf820e4037612329583e3538dc21d67ccedc4579b31f1a2e7c38bd52,f04a1939b534716f5b26c9bd32395ab0d14484956d3b001ebc1f1bf9ca70e148
29627454496b061607a51b9394121d18446759c6a58781254815914cb64a78dc,8f5c738a53acbf6b4ce0dbe7c23f3d7617db4261c9e8baf6cc0c382ea16b8827,ab771468085b748024155dd626940265e062942598c155ad81b8e89244f8c807
2a2cd7f969bcf38e67176f70052e1b71edf63d63e7604b22d58b67e784a4cec6,275c5ffada7e9ddb670ecb84236040ac363496035197f547191ad61e321007ca,d8d5199323e0784a64d2ebf5d3c59e341e0e8f1c7ec4eea7caf4d3552c67d2ea
2ac9b8a538b6e53182c1aba32836864eb093ae3410fcfbdf188cff3438cee93b,1d33f1d716e741fc02afec4df37d68837af8ec2d2b16d284540cc0fcd71c894e,b165459a02ad594f6b794a2615e7990674947a93831d8954fa9224bcacdb1200
2b50242e312c53adc63fb6b529dc41d72c2e778bad76c91ba9c925aed6bb6ed3,80553531215b14650b500235dd6307a3c18ad0a1c417c52edcb22d3c43e28105,8146b442792571fd002976c9af043d847dcb052b45f52f1abf5ab1b25967ea26
2be29322ab42cb5ac1cd73d4b1c6b6f92f9bb9514830204b1405036b1e94432e,96d2b8e0bd59a1cc95aed6821a5957eded6a57874a0a31e2b090cec0ae765a71,88a938a679c7418245b02e05194844d8093b79534a0f7d66f611b145e454e383
2e85865b8d732abc321814f7930255fd962820319af61ab8aa3e43fd0bd973ba,50a7f3725fd40278353c2f95362b92bf9b390c8636533fbf09bbccfeebab6d7f,cc98eb9a76397f67af5b47cc3d9fcd9dd171e512674c8409f5f0f148f6e4e325
3009832802b72e030e5f913a2c5ee35aee9e810c1b05d03969a48e17ed7c718d,0cdedd0e4e20e4afb6abc086b32ab57f1821ecc3248e0f8bf88b2693d7a4a03c,7722e21b4aecc72d0ad0529bfacf3a562d30e7d86666e3959dab5e6f02ea0e96
3150ed582741c9d2ff21aa333b7d779dfbddcfadbf58257fd987def1f7a14c25,8589ac04a81edc015f148d8e8329a5b997591b8db4e80834b05a9551683d2b1e,dc29a3ff755694afe473c870ad21154bf938b8db5dfda4aee6e98f204ec6be8e
325b642a3a6d8723ae577ec05d24111fba6432db675071e93d7e11dfe8310393,d337eb4d1f0781ac7b2cfac05b11e86e861e142651ee500ba6ed1c61017805c0,2c5b187e31724b49518bf838ca8ab857eef99e1c8c93d0d5e7023a38acc1729a
327e9ce472e7b20a446340b4e851df09d4a66ad21a91e8ccbf6729f256fb318c,123144b196f589c0013cab6b1e0c64377b86ce0ea4a001b28080cf37d4b598e1,4a431c4e0b9eca1e5eb2db7ce7dc88a3f92579b59f97f86c4cfbaf540879b002
3497a7c2f60edc4d5ca23da9b5ad7efd80be6495b3f873f616bcf5cc900ef2c3,0af5218185d5c51afb15f5768ae728b8b479a418316d418cae469f9733ea4e90,a566ab48de3954d06992385917958de2d2585217501c1a896c8fd84f7378caf9
354d057e92dab5d42bc37cc7dfe5109a12bdb2cb7391dda90a3950edd43d3335,0d515b25cbed66cbdf07d8def3fa9e3bdcdc147972370e754cf83026e8459b41,1a7f880f84f2cde14d94273304514d0d740b8a9ed515fcd019d9cf584dff2c34
360b4421884cd6f0fbed927ed4b1c6dc117c72733ebfac28f157e8991d60451b,48e0efa2ab6126108044e1d8cd05c3bb140fb114299364f92c9b1de713961448,e92f821d0e89c67b7dd33640b14a72f7fe1703b1bb78e9b1aed87936469510f5
366b42a0a9cb9cb757c7b4bdf181db0c1075b191a0444167223cb1ca0fc2228c,1ea2f4550a39dec97bf4a1cdc20dbaeb7ac3d4bfb872dea78ec2bbf95c043cd9,abff28bdf2be8c563ad739b562e7133b7647ad3a97995322bc5db4aac29b2049
3716d428084744fa8b7b9f9b1d271391ad0ffdcae64cc6c62255f4e25fe5f8f6,c60683738233c89567bfb1827d174f35b551bec018bfe70d8ee713f1a1aca0cf,d5289f72b10e1dba89ea827726fd91adcb4b403460bca441d6f8f49379aef7ab
372413c42bbeb35eb59c39e7969e9bd45806c47c9ae69da12da58b7b0eb44792,798fb89697bb5f5b18902a8de8829fb74c4fd5014ae06307ab03a3794fe5282f,a6fce268b03fc0c09b637d8f48a1aa0175bb9a67800267eb47749fbabe5c5b71
3766902e013f6542c702d80e43daf152a4fc4c3a01fe176168da3872b6aae96b,cd2f733bde0e7d5e2ab1986c8b29ce189d57b395311bf81a8e2bb1635a4a6c71,c73e83e1c25f05b670a891ed0af07e3702744c6bc0f440b0a18956e3bf25509d
387dd72709d851c6397642fa284f07a95718aaaa232b3d7f9a25612614e774b9,b5d8907ee08008310c746a25ed0b9e259dc13d7d413b2aecf961754374c0f04f,5b1b7d6107c33b9e296de19e700ad6cb7be7e307db34c5b281bb00be13d0a08d
3966db5ec26ae5e87b2d86eae9cbfcba02afb15cad1ad71d5fffec9223ce01c4,500a5190aa74b064b715b9b7e815295718adc564ba0b3d57d6de9690a4e53388,5863f816995c5b80496fe7edce63f2b7eb0d232e0099f06f8bc9bd873ddb89b5
3ad3c4ee3f5a0b6e961c1970c02d5fe95a830301d6624128a254f846aaab1d25,bb51f92a25406c61bc1e1ef6e02b9879ff52ae1bbe3873aec22fadefb6234dad,56ddb56091d074caf4760a301d4fa89fe0ed7e1f655aaaac705d2742b7ff9590
3b44965e3bcd03831e1aebdeb5363d79688eb5c2d388079e5d8da2d397d03f69,115ab0bfc8d86ae56be93177597192e37cb790449ac5869625fb4389a96b3806,72d52b55fd5b8bb66bf8b8bca1207a920d5ebf2686ab6eef083b6c6ede19b7bf
3b566a51e9b5f70b10ffae3fa7e8430e312a1b02b86baab6eb7a86505afba24a,411a3043d911949e09d538d82cb8a7dc820debe9f232fcab61879ab20832fd20,b9cf0da212d5c14f819b3697f3fb1f96b51f4a84333caed05a793c0ee19bf1c3
3bef70a6b5f59665122178851be73fd9dd5dbec9c32f3e5d090489d1056efdc5,3f298543e6391e24d681cb387f87899350f6618314aad72e71817f2be3a8e89f,5e18cb8aae456c8003520eb9dd56543efa9eb01a8da53da6e52160849f238441
3c50cc2349123705e38d48794922f6c740baf2b8e53e9c389182ba093dec841c,1430fa6c30559ed49765eea8072162052fcca31d84a8185279ba14d07e6f2e2a,d276326d4e501bd2375f9302ba0c41d09a1cc52c5d81d6324ed5fc5e529e022c
3c9766be133c4f54b11906d7ce40c295dd9c66bdc1bcdb9807592967b1977594,a4f0668137853c95c9ba49a744f8c478ccc7e42964fa15a59ed3d228f02b193c,aae96b41589a8fe9faddc12f8f4ea22d8e4c47972eccad8fd345f2b5565d216d
3ca6e7b86cf3f69af8b1a2d16ac518a7ceddc96ee728499fd8a2fd8b297fc109,c97db77978b8d48896b6c12ae4214009f9332ef024674d06c0fb736e344c650c,2e8a47157bae5a3d3fbe369465e3b9854333fcc52a283682ee7f37863534d805
3ec395cadfcabce2ac49fe426b6552b98d22fd31fdb19c8abbcbed1e06fb0140,19afe3f33aa3e450d9a9480b9fa63985b1eeac3050fc1e5e9be989cf71a8094d,5f56d6cf3efc86f2a9fef7e67cb680c155c81d2a323588e96585bf292ab63257
406ef8c60cff2d1a068b7ca9f7b934df28343b35d6cba95b01cce4ec3b75d325,a4f0668137853c95c9ba49a744f8c478ccc7e42964fa15a59ed3d228f02b193c,921c6ae63f19d92fd4aba60378d4e3536746ed0f9b36ceaf4ab92e76d298e611
40a5afb86b5595ef19f5442ef202e2ee47bf8c301bfa4744fbafa4c35ef5d6c3,f17eaa5b5e037eeffd62b5fd8c90db5b7d08f9690a47e36c9aacfa592d33224a,bc5c870495c67dcd299dc30a5f89c45d981e7ba11ed560aeb922f34ba912afc8
40f4f4efa84d191e19c0b1a1f8e37d610e61145b370d48e081c103dbc95198e8,276e97549a5208d5167562ae7d713fc56230acbd3eaa522120ec30a88e61e150,8ca9c3336e544172305e6ddd9eab183567b74a8dfba8dd6c03e3e9b0a8d667ef
41b143c89244efb2fbe3f3432bb65c40a8fd9b5cc036df9ee0c880f841196469,be89b36a5280d2eb7b807749c8c83ea31564fc63e70e9331f5e5b56c24f96837,0071fd19d029f3390af00613bac8aa0028b7bc440c336a980192dff444f8153a
42a1c1a9c78c32309ddeac817b4247983c8347a5be2600e2690914a2aa9b3c1e,902686b71dee40b6cf806ac37fcfbcb806e73911a91ce3aad029731f4a7eb494,9543ab1cead7c246c36b101430ce9a3e4b93bc52cd90fe46f7d7adba11ed0791
4335ab898d023a803f3471fac039b4627e9035434f17d5ddce3f381811d2202e,8cdadaad82c8b297afe06b7771bfd9796046ca158dba064d1375e9bf29592c76,59efb0ae66973a712af099fc359ee1977cf9d95cb4fced83291018439e778681
436b67510f397693853067ef6867b51e36336be10915707b91cbd5696b771cd1,f2e09c416aa25ad283c9e30608fce3b9e4f9fe3920084982d3077f18408aa4f3,da01817242fd889840c4a32bb668518a4e0156200be376b6ebfe511f30c05b54
43bc8bb4da21ae0ab55d8cf3466014b483a5fb502ee2ad27e1a5f34cd791ea69,428170dfed7ce33a91256bfb2631c6dc2bba382bbcdf81adad69dbdc15086abe,3cc39e3db5cdad3fc6567483776e3a319630f66c694de1fb2020533dfc0f82e7
43d4deeb4bea5862a6c77e2bdc227942dc8235ca65338fb4fca357e9e52fd160,f1f0af0e71ac76fe1815d9cb7560d63f1fa85ac607a273da5bc6bd0e762241e4,75f3ae87088cc615ae75d927789c84c41d42aa9cdf6ab69b12af7ebbfea25a29
43ed587222262a3570b6683637de009f135dc389af9f1d991499eb65b8f6755e,3a33556c026ecfee05bd1282bc9d0500750cca6ed0883e992980bc4fe8a808dc,965f8bb8b0e7dc651dd2e0939793da399dda063dc415a91c4968903501fa0745
43f66cbca0956e45133145fbbd0adbe67ba4a3fa7fa2cb9e6dda1126c31cee3c,48e0efa2ab6126108044e1d8cd05c3bb140fb114299364f92c9b1de713961448,1797c09e1b7ef26bde541d3f3454d842394105af7fd215d4863cebf98091f5a3
4412d09d98f6322d0fb02674069effe363e9cfd183dd40e461aba161568558d1,ffa8528f4e31866596ae5a939ee05d7a838e5788dcbb383ce4c31ce61cf1ba6c,67b7ff92f69b37a4a4e8908900349962a8b11581ed8c5c707f05ada5ce54cf12
45eebf7b25eeeb8a8aa13d2bcf2ef8791a89f4e1e44af3d8a33a2ba7b562b416,c60683738233c89567bfb1827d174f35b551bec018bfe70d8ee713f1a1aca0cf,bb700d756dd2ac02523b88647999cb942d9a2249dca6d9be218b436bbf76a466
4626b61bd137df8b4dd1c74ed3acb8303a7507880fa072516e44ad016ab5c16b,d2910c07683ad815fff09e3dce3b9887f28bfb75e8297a9da326a4ff544c7f86,beefbaae41d1cb5646db97ecc0d62d5053e06e698b999e6d4d81c7d21d7854be
475f68e86c4ef65b08886395e4915df4cb92ee916c186e80f6a05e4fbadbc81d,66c2f94f9cedfe132d1ebfea614ac66fd3e2762fbb01242597e61a84f2181b8c,0ace702643e382d35b5a18b20136b1cb201d2e3168caf3042452a4214fed5f82
479d62586c0996dd1373bc8b9c2f9d52a7194e05699acca0c3b816c738181921,9576ebd65c7a8e0dbbd9579717e3e79f11835812574435015fc32e47e9c29a33,e6948c62dadb77f1c8e0e07bae93fefc7764b67105d2de7bbb0ae286b3ff477e
48cee045b8bb896b34d3609dab38696da4fff32d249b4fbbbe940b84900ea561,f355e2aba22372442141dbea23fdfc3819038ce275524fcb85fbc26229384339,c91a84b67fa0ebc7d3ed3306039db3ff3aa36fd0447bccefd72fb433b7759dcb
4a647804977570117ee7f6ff359334e4177e8f9dd842fa311602f16752dd470d,6ad0288117d4d8db097fd15d324cdaebd483afb85bae27d35ccde3a4d1bc279b,6881318dc156882298af027d229d4d5144bd34670d012203a18baf9ec6256cff
4ad1ba6bb5049412206af13f81ae9ce53dc4c9a8b27029c4cb9c46a666e3cd4d,93dd3a7c2da2288976ce6a70390f483556a87c7124f772aabcfd2e7651fea22e,7b9e9fc3f7b11be91a35374da76ecde7c48d7826d3cb87138913dfd6270f2901
4c603ee8b7846ddaef0f7b0ec62c0eba50ba76055b413ad1d842d2407c856996,1bd013cf8cd1e8da19ac47c6e8be37e0d76f204ca9d3d28346c9988cfa9773d1,544a4743040476824da07b834fbb8fc0ecc9505a8d0b2700be88dd261b09bd02
4c7b4b7a5be0bbcf05d497bb4905cd0e1ba21f4a1bae2a0daac4d49daf4e7035,0af5218185d5c51afb15f5768ae728b8b479a418316d418cae469f9733ea4e90,e4d450badd1921b04f54eda59f2b1eb33b58dd8eb6633b51c2416d073b3af536
